She wouldn;t come down today so instead of being bored out of my mind I went antiquing,joy
I figure I have a couple extra bucks so I budget a certain amount,joy
Ok I spent 4 times what I budgeted but I wanted that desk,joy
I almost bought this cool shiney glass tumbler up thingy,joy
I was dragged away (it will be there tomorrow and I can go back alone),joy
Ok the alignment was out on her BMW when she bought it and it wiped out the tires,joy
I tend to think not,joy
She said that a mechanic told her that the frame was bent,joy
I called the mechanic and inquired about it,joy
On that car it won't affect alignment,joy
I have twice the work experience required for the job and I have alot more schooling than is required,joy
I got her less than $50000 back,joy
So when she writes her letter to the Commissioner and the director of vehicle safety reads my report he will understand why I appear not to take her side,joy
I made lunch for a luncheon at work yesterday,joy
They saw what I meant when they started eating it,joy
They went back for more,joy
They all complimented on it,joy
He's a great guy and I think the world of him,joy
Ok I've said enough,joy
I need to figure what I'm going to throw out so I can move that desk from the middle of the dining room to one of the 2 rooms upstairs I occupy,joy
For instance if I feel sad because I have not seen my family in a long time my need for connection has not been met,joy
Probably too many to count,joy
So what can we do?,joy
We can become conscious of what is going on inside us,joy
Marshall Rosenberg author of Nonviolent Communication has a four-step process for communication that incorporates identifying our feelings and needs into the model,joy
Rosenberg also calls this four step process giraffe language,joy
He coined it giraffe language because the giraffe has the largest heart of all the mammals,joy
The heart is about 3 feet long and 3 inches thick all around,joy
If we are not correct they will correct us and we will be closer to identifying the need they have and finding a way to resolve the situation,joy
By satisfying our needs and the needs of others we can reach a fair negotiation,joy
We can make a list of these feelings and be on the look out for them,joy
Then when we are calm focus on sharing our feelings and needs with others,joy
For more information on Nonviolent Communication click here,joy
Highlights:,joy
- Help out with a conference at Bouremouth with the Conservative party had the 'privelage' of taking of THe Mr Cameron and his whole entourage,joy
- going on training next week can't wait to get pissed with all the graduates,joy
Sorry for the rather crappy update will try to do a proper one later,joy
YAY!!!,joy
Dec 20 till 30th!,joy
I,joy
I haven't been quite in my head Dad woke me up early because he brought breakfast home and then I went back to bed,joy
I didn't go with my parents to Grandma's,joy
neh,joy
But oh well,joy
Cassy agreed,joy
Yep and thats basically it,joy
neh,joy
I need something better to do I'm just loafing around on Gaia like I always do,joy
I probably won't take a shower until my parents get back,joy
Yep,joy
I dunno what else to say though except it's shocking that I'm updating early,joy
AGAIN,joy
Other than that I also got a extension from my affiliate to get the fanlisiting I adopted up since the server move and etc Meh I miss Cassy,joy
T_T eheh,joy
Though I was allowed to stay up until 1 AM last night,joy
But heh thats basically it,joy
Theres nothing left to say so this is the end of my journal entry,joy
Well short one anyway,joy
This is my update for today and I am off,joy
It's the veils,joy
Yes the veils that many Muslim women around the world traditionally wear,joy
I'm not going to get into the wrongs and rights just to give a bit of perspective,joy
Listen,joy
Let's clarify,joy
Hijab is a headscarf that covers the hair and usually wraps around the neck,joy
The veil is often interpreted as being the ninja outfit where womens heads are completely covered so as to see only the eyes or in some cases nothing at all,joy
Taleban style if you will,joy
This is called the nikab,joy
For clarification the difference should be noted,joy
Hijab in Islam actually means modesty or privacy,joy
And it is believed that women should practice modesty both for themselves but to keep the gazing eyes of man down,joy
The khimar is the actual headscarf,joy
The veil that covers the entire face is called the nikab,joy
Islam requires women to be modest henceforth many of them wear the hijab or headscarf,joy
